,result,eco,move_no,avg_rating
5106,-1,246,72,1647
5107,-1,0,44,1512
5108,-1,202,64,1750
5109,1,101,51,1450
5110,1,245,109,1665
5111,1,331,55,1618
5112,-1,241,88,1439
5113,-1,123,78,1387
5114,1,241,65,1673
5115,-1,121,48,1563
5116,1,40,71,1673
5117,1,337,55,1624
5118,1,221,111,1327
5119,1,120,61,1478
5120,1,250,111,1635
5121,-1,120,44,1414
5122,1,101,33,1377
5123,1,227,85,1544
5124,1,241,63,1686
5125,-1,220,92,1401
5126,1,130,145,1535
5127,1,220,9,1324
5128,-1,40,62,1419
5129,1,241,37,1423
5130,1,300,55,1416
5131,-1,300,126,1520
5132,-1,262,86,1547
5133,1,241,29,1275
5134,-1,227,102,1681
5135,1,250,59,1590
5136,-1,0,70,1556
5137,1,106,49,1745
5138,1,305,25,1329
5139,1,241,45,1550
5140,1,241,23,1328
5141,-1,301,46,1401
5142,1,306,75,1471
5143,1,234,33,1596
5144,-1,100,46,1550
5145,-1,106,86,1628
5146,1,200,7,1434
5147,-1,0,50,1434
5148,1,101,59,1527
5149,1,101,45,1599
5150,1,220,75,1550
5151,1,241,113,1629
5152,-1,223,58,1610
5153,1,230,93,1224
5154,1,240,105,1477
5155,1,100,31,1369
5156,1,241,71,1550
5157,1,220,13,1352
5158,1,223,75,1422
5159,-1,241,146,1546
5160,1,0,9,1226
5161,-1,101,58,1618
5162,1,108,103,1414
5163,-1,241,56,1564
5164,-1,220,74,1383
5165,1,224,15,1509
5166,1,302,147,1656
5167,1,34,41,1622
5168,1,103,91,1453
5169,1,53,79,1627
5170,0,268,98,1420
5171,0,268,99,1420
5172,0,268,102,1420
5173,0,268,103,1420
5174,0,268,104,1420
5175,0,268,105,1420
5176,1,228,47,1561
5177,1,306,63,1547
5178,1,241,103,1220
5179,1,10,63,1508
5180,-1,250,86,1618
5181,-1,184,108,1603
5182,1,102,95,1601
5183,-1,257,28,1397
5184,1,265,57,1447
5185,-1,140,40,1508
5186,1,220,35,1434
5187,-1,241,82,1398
5188,0,264,99,1692
5189,1,257,69,1537
5190,-1,241,112,1548
5191,1,262,93,1626
5192,-1,274,38,1247
5193,1,230,63,1735
5194,1,100,61,1458
5195,-1,10,106,1649
5196,1,243,35,1393
5197,0,101,96,1484
5198,1,241,43,1677
5199,1,246,43,1444
5200,-1,127,100,1736
5201,-1,246,54,1612
5202,1,106,29,1333
5203,-1,330,150,1607
5204,-1,264,90,1582
5205,1,236,75,1668
5206,1,262,69,1703
5207,1,220,39,1407
5208,-1,250,66,1803
5209,-1,220,44,1434
5210,-1,120,52,1484
5211,1,121,73,1496
5212,-1,220,54,1434
5213,1,221,97,1668
5214,-1,130,100,1726
5215,-1,202,32,1668
5216,1,100,67,1701
5217,-1,220,90,1647
5218,0,255,137,1907
5219,-1,241,106,1483
5220,-1,320,48,1447
5221,1,241,43,1820
5222,1,202,45,1517
5223,1,262,77,1627
5224,1,21,41,1644
5225,1,103,67,1412
5226,0,255,116,1281
5227,1,231,51,1670
5228,1,300,35,1683
5229,-1,101,104,1108
5230,-1,13,66,1671
5231,-1,220,56,1413
5232,1,200,85,1611
5233,1,201,95,1475
5234,-1,300,124,1663
5235,1,244,75,1395
5236,1,241,65,1437
5237,0,245,73,1431
5238,0,245,74,1431
5239,0,245,75,1431
5240,0,245,76,1431
5241,0,245,77,1431
5242,0,245,78,1431
5243,0,245,79,1431
5244,0,245,80,1431
5245,0,245,81,1431
5246,1,110,37,1676
5247,1,40,71,1438
5248,-1,241,76,1394
5249,-1,120,52,1611
5250,-1,200,82,1562
5251,1,228,33,1730
5252,1,250,27,1529
5253,-1,250,44,1748
5254,1,321,21,1408
5255,1,221,33,1644
5256,1,200,51,1705
5257,-1,240,58,1350
5258,-1,243,34,1581
5259,1,100,27,1625
5260,-1,221,56,1644
5261,1,40,25,1504
5262,0,268,75,1444
5263,-1,220,70,1644
5264,-1,261,64,1493
5265,1,222,33,1477
5266,1,250,73,1529
5267,-1,241,56,1423
5268,-1,101,48,1413
5269,-1,244,40,1514
5270,1,107,71,1415
5271,0,300,130,1556
5272,1,101,97,1446
5273,-1,121,68,1914
5274,-1,118,76,1918
5275,-1,101,36,1346
5276,-1,120,78,1668
5277,1,353,89,1553
5278,1,226,145,1470
5279,-1,345,70,1509
5280,-1,100,50,1450
5281,1,100,81,1375
5282,-1,301,68,1374
5283,1,40,67,1755
5284,-1,140,114,1629
5285,-1,244,34,1496
5286,1,241,47,1391
5287,-1,300,96,1533
5288,1,241,103,1538
5289,1,250,91,1607
5290,1,240,17,1636
5291,1,240,11,1310
5292,-1,300,42,1621
5293,-1,200,42,1309
5294,1,200,29,1650
5295,1,200,127,1483
5296,1,241,57,1470
5297,0,247,124,1688
5298,1,200,49,1650
5299,-1,120,68,1428
5300,-1,241,68,1546
5301,-1,301,54,1540
5302,-1,4,32,1539
5303,1,220,49,1384
5304,1,202,71,1618
5305,1,335,133,1931
5306,-1,241,84,1394
5307,-1,51,12,1526
5308,-1,300,96,1619
5309,1,60,77,1465
5310,1,220,7,1439
5311,0,101,106,1478
5312,0,101,110,1478
5313,1,220,59,1343
5314,1,250,51,1495
5315,-1,321,68,1710
5316,1,120,45,1457
5317,1,240,93,1260
5318,-1,220,76,1495
5319,-1,101,74,1670
5320,-1,210,50,1408
5321,1,306,71,1400
5322,1,250,33,1473
5323,-1,3,24,1632
5324,1,241,47,1348
5325,-1,222,36,1493
5326,0,226,118,1695
5327,1,242,71,1493
5328,-1,223,72,1446
5329,1,4,31,1473
5330,1,240,21,1447
5331,1,112,35,1474
5332,-1,240,66,1493
5333,1,220,73,1522
5334,-1,106,42,1880
5335,1,2,123,1447
5336,-1,40,50,1381
5337,1,9,41,1488
5338,1,200,55,1589
5339,-1,268,124,1837
5340,-1,228,76,1615
5341,-1,45,48,1779
5342,1,40,39,1391
5343,-1,241,64,1557
5344,0,240,127,1533
5345,-1,40,120,1602
5346,1,260,79,1337
5347,-1,260,52,1542
5348,-1,225,128,1273
5349,1,240,115,1554
5350,-1,112,16,1551
5351,-1,45,102,1552
5352,1,265,43,1458
5353,1,241,65,1621
5354,-1,300,150,1526
5355,1,226,37,1676
5356,-1,306,60,1344
5357,1,300,133,1451
5358,1,202,55,1523
5359,1,200,87,1193
5360,1,200,61,1297
5361,-1,120,56,1661
5362,-1,130,80,1768
5363,-1,320,110,1538
5364,-1,0,94,1275
5365,-1,40,80,1561
5366,-1,120,70,1525
5367,1,221,51,1731
5368,1,221,67,1338
5369,-1,224,138,1264
5370,-1,247,58,1317
5371,1,220,49,1517
5372,-1,0,72,1196
5373,1,200,47,1545
5374,1,220,75,1553
5375,-1,220,56,1439
5376,-1,110,28,1450
5377,-1,40,46,1438
5378,1,0,49,1541
5379,1,250,115,1208
5380,-1,122,30,1495
5381,1,121,31,1398
5382,0,344,108,1744
5383,-1,220,34,1515
5384,1,220,11,1605
5385,-1,220,56,1637
5386,1,249,91,1402
5387,-1,10,52,1556
5388,-1,300,106,1305
5389,1,100,35,1663
5390,-1,310,58,1556
5391,1,302,117,1576
5392,1,246,19,1333
5393,-1,246,64,1483
5394,1,200,7,1301
5395,-1,101,60,1318
5396,1,330,39,1486
5397,1,100,61,1557
5398,-1,40,30,1685
5399,-1,4,100,1600
5400,-1,220,68,1329
5401,1,101,55,1505
5402,-1,352,90,1937
5403,-1,302,66,1344
5404,-1,17,112,1688
5405,1,271,65,1227
5406,1,200,97,1395
5407,-1,250,36,1631
5408,-1,120,44,1535
5409,1,107,121,1527
5410,-1,245,46,1331
5411,-1,241,58,1556
5412,1,335,39,1609
5413,1,220,65,1407
5414,0,225,124,1545
5415,-1,0,64,1653
5416,-1,245,66,1670
5417,1,257,27,1605
5418,1,120,75,1318
5419,1,0,29,1500
5420,-1,101,132,1397
5421,1,221,55,1338
5422,1,0,75,1499
5423,1,261,59,1601
5424,-1,107,76,1637
5425,1,101,45,1453
5426,-1,220,46,1447
5427,-1,101,66,1568
5428,-1,113,46,1545
5429,1,250,47,1455
5430,-1,111,84,1568
5431,1,101,59,1673
5432,1,246,51,1465
5433,-1,225,60,1649
5434,-1,268,114,1722
5435,1,262,65,1779
5436,-1,10,70,1515
5437,-1,220,92,1657
5438,-1,330,46,1487
5439,-1,220,58,1384
5440,1,101,45,1411
5441,1,200,147,1747
5442,-1,120,96,1648
5443,-1,250,42,1454
5444,-1,0,78,1369
5445,-1,300,106,1609
5446,-1,250,102,1689
5447,1,221,29,1619
5448,1,220,7,1375
5449,1,241,69,1671
5450,-1,0,42,1359
5451,1,241,79,1506
5452,1,257,67,1791
5453,-1,45,86,1571
5454,-1,0,116,1565
5455,-1,234,46,1466
5456,1,200,71,1521
5457,-1,257,26,1530
5458,1,230,39,1676
5459,-1,120,76,1478
5460,-1,45,42,1592
5461,-1,223,54,1439
5462,1,320,45,1396
5463,-1,43,54,1500
5464,-1,107,136,1649
5465,1,130,103,1208
5466,1,210,23,1280
5467,1,320,65,1470
5468,0,320,133,1534
5469,-1,0,116,1396
5470,-1,222,60,1500
5471,1,223,9,1229
5472,1,302,107,1498
5473,-1,220,36,1619
5474,1,202,37,1428
5475,1,241,117,1202
5476,1,221,63,1683
5477,1,270,17,1597
5478,-1,224,56,1621
5479,1,242,45,1486
5480,1,101,51,1756
5481,-1,112,80,1649
5482,1,220,7,1488
5483,-1,113,56,1422
5484,-1,1,24,1597
5485,1,43,93,1684
5486,1,102,11,1291
5487,-1,220,48,1407
5488,1,320,83,1439
5489,-1,220,42,1327
5490,1,128,45,1649
5491,1,230,69,1497
5492,-1,1,12,1512
5493,-1,305,62,1510
5494,-1,242,74,1572
5495,-1,0,62,1457
5496,-1,225,16,1456
5497,1,220,7,1333
5498,-1,242,118,1517
5499,-1,224,54,1320
5500,1,220,31,1479
5501,1,220,51,1201
5502,1,102,47,1350
5503,-1,302,26,1350
5504,1,268,55,1565
5505,-1,220,42,1359
5506,1,100,83,1286
5507,-1,100,60,1550
5508,-1,8,74,1617
5509,1,106,49,1409
5510,-1,240,42,1464
5511,1,255,25,1460
5512,1,255,45,1536
5513,-1,120,68,1744
5514,1,201,35,1561
5515,-1,246,44,1393
5516,-1,241,129,1755
5517,-1,241,130,1755
5518,-1,241,131,1755
5519,-1,241,132,1755
5520,-1,241,133,1755
5521,-1,241,134,1755
5522,0,250,122,1603
5523,1,320,79,1639
5524,-1,107,68,1193
5525,-1,100,32,1496
5526,1,223,49,1543
5527,1,46,75,1178
5528,-1,40,90,1190
5529,-1,221,72,1440
5530,0,310,78,1534
5531,1,45,65,1210
5532,1,123,43,1679
5533,-1,40,66,1651
5534,1,321,65,1673
5535,1,101,69,1355
5536,-1,300,48,1356
5537,1,300,67,1324
5538,1,262,87,1788
5539,1,128,63,1615
5540,-1,101,74,1357
5541,-1,132,114,1616
5542,-1,120,50,1815
5543,1,300,77,1373
5544,1,50,59,1636
5545,-1,4,74,1352
5546,1,100,145,1622
5547,-1,244,38,1661
5548,-1,221,52,1509
5549,1,242,107,1621
5550,-1,245,42,1533
5551,-1,242,74,1664
5552,1,101,49,1509
5553,-1,300,62,1526
5554,-1,40,84,1807
5555,1,107,23,1488
5556,-1,112,38,1603
5557,1,152,43,1547
5558,1,300,81,1693
5559,1,121,35,1454
5560,1,240,53,1301
5561,1,241,63,1693
5562,0,107,149,1328
5563,-1,0,40,1433
5564,1,220,25,1709
5565,1,230,63,1652
5566,1,45,61,1527
5567,-1,120,42,1668
5568,1,310,127,1518
5569,-1,300,84,1369
5570,-1,101,22,1617
5571,1,220,135,1603
5572,-1,4,150,1575
5573,-1,250,54,1776
5574,1,101,31,1590
5575,1,241,47,1462
5576,-1,300,126,1518
5577,-1,101,64,1805
5578,-1,101,52,1316
5579,1,255,101,1671
5580,1,34,51,1570
5581,1,210,17,1413
5582,-1,307,74,1585
5583,-1,220,120,1440
5584,-1,234,56,1723
5585,-1,300,32,1392
5586,-1,234,50,1723
5587,1,300,89,1266
5588,-1,300,72,1483
5589,1,120,11,1328
5590,1,40,31,1328
5591,-1,268,94,1802
5592,-1,223,80,1517
5593,-1,246,130,1810
5594,-1,0,54,1393
5595,1,227,91,1484
5596,-1,241,20,1670
5597,-1,331,64,1518
5598,1,222,73,1625
5599,-1,246,58,1505
5600,1,302,111,1656
5601,-1,220,116,1233
5602,1,300,117,1304
5603,-1,262,46,1635
5604,-1,110,72,1523
5605,-1,3,124,1332
5606,-1,120,68,1319
5607,1,330,49,1448
5608,1,106,47,1751
5609,-1,4,50,1304
5610,1,246,53,1436
5611,1,230,77,1351
5612,-1,220,48,1320
5613,1,311,111,1545
5614,1,129,67,1565
5615,1,267,123,1747
5616,1,240,47,1569
5617,0,30,138,1833
5618,0,30,139,1833
5619,0,30,140,1833
5620,0,30,141,1833
5621,0,30,144,1833
5622,0,30,145,1833
5623,0,30,146,1833
5624,0,101,140,1476
5625,-1,254,84,1672
5626,1,200,81,1614
5627,-1,250,40,1449
5628,1,150,85,1659
5629,-1,222,114,1637
5630,1,101,141,1444
5631,1,300,105,1574
5632,1,242,43,1519
5633,-1,261,50,1481
5634,1,222,37,1484
5635,1,306,37,1629
5636,1,202,147,1470
5637,-1,246,60,1396
5638,1,241,43,1525
5639,1,241,81,1497
5640,0,224,133,1542
5641,1,306,103,1705
5642,0,220,96,1535
5643,1,241,137,1625
5644,1,244,63,1481
5645,-1,220,124,1321
5646,-1,264,68,1513
5647,1,100,65,1682
5648,-1,300,72,1364
5649,1,300,79,1517
5650,0,101,109,1765
5651,1,100,105,1707
5652,-1,268,110,1597
5653,1,125,41,1169
5654,1,241,65,1371
5655,-1,130,106,1846
5656,-1,241,62,1513
5657,1,244,29,1572
5658,1,221,35,1381
5659,1,220,73,1723
5660,1,240,41,1334
5661,-1,100,90,1515
5662,1,240,109,1445
5663,1,306,81,1290
5664,1,223,81,1555
5665,1,202,37,1375
5666,-1,120,72,1445
5667,-1,46,114,1684
5668,1,244,63,1619
5669,-1,300,96,1429
5670,1,40,43,1652
5671,1,240,41,1705
5672,0,100,107,1543
5673,-1,241,112,1496
5674,0,100,115,1259
5675,1,236,43,1529
5676,1,140,115,1677
5677,1,224,61,1500
5678,-1,300,60,1539
5679,1,200,65,1605
5680,1,250,113,1522
5681,-1,250,90,1287
5682,1,320,69,1455
5683,-1,200,32,1275
5684,1,121,51,1360
5685,-1,247,46,1563
5686,1,123,57,1428
5687,-1,246,80,1499
5688,1,220,17,1662
5689,1,0,27,1476
5690,-1,300,94,1532
5691,-1,101,112,1371
5692,-1,220,36,1662
5693,-1,241,82,1623
5694,-1,102,28,1561
5695,-1,262,106,1355
5696,1,106,15,1562
5697,-1,100,88,1329
5698,-1,150,36,1596
5699,1,40,53,1464
5700,-1,101,26,1562
5701,1,300,55,1358
5702,-1,244,54,1694
5703,1,100,59,1241
5704,-1,220,44,1520
5705,1,223,55,1563
5706,1,306,91,1358
5707,-1,222,78,1435
5708,1,101,63,1646
5709,1,220,95,1335
5710,-1,106,104,1490
5711,1,100,57,1341
5712,1,301,83,1283
5713,1,224,85,1583
5714,1,102,31,1677
5715,-1,40,74,1587
5716,-1,262,52,1576
5717,1,100,65,1238
5718,1,40,57,1384
5719,1,241,53,1604
5720,1,220,55,1169
5721,-1,220,64,1237
5722,1,220,47,1330
5723,1,223,7,1670
5724,-1,2,50,1366
5725,0,268,134,1584
5726,-1,21,78,1506
5727,-1,101,72,1163
5728,-1,240,40,1800
5729,0,4,97,1154
5730,-1,107,116,1284
5731,1,123,115,1526
5732,1,100,75,1396
5733,1,241,69,1597
5734,0,107,129,1404
5735,1,241,71,1614
5736,-1,234,66,1677
5737,1,268,129,1571
5738,1,265,71,1318
5739,1,101,19,1532
5740,0,306,96,1301
5741,1,100,43,1447
5742,1,100,7,1564
5743,-1,0,62,1480
5744,-1,101,56,1700
5745,1,410,63,1543
5746,1,40,59,1436
5747,1,100,99,1823
5748,-1,300,102,1403
5749,1,307,79,1617
5750,-1,40,34,1298
5751,1,306,55,1315
5752,1,100,61,1499
5753,1,40,79,1565
5754,1,240,13,1382
5755,-1,200,76,1647
5756,1,132,35,1615
5757,1,101,103,1410
5758,-1,222,52,1458
5759,1,220,63,1542
5760,1,241,69,1541
5761,-1,220,50,1422
5762,-1,106,46,1833
5763,-1,150,54,1496
5764,-1,108,114,1656
5765,-1,263,46,1767
5766,-1,300,30,1492
5767,-1,268,72,1655
5768,1,121,53,1735
5769,-1,84,114,1532
5770,1,200,51,1487
5771,-1,240,48,1401
5772,1,201,49,1655
5773,-1,244,58,1344
5774,1,310,51,1340
5775,1,246,43,1396
5776,-1,107,52,1691
5777,1,240,51,1341
5778,1,306,117,1609
5779,-1,246,108,1425
5780,-1,241,66,1378
5781,0,101,133,1257
5782,1,144,59,1617
5783,1,40,45,1328
5784,1,200,55,1686
5785,0,241,106,1368
5786,-1,223,70,1439
5787,1,224,77,1551
5788,-1,223,144,1384
5789,1,120,85,1568
5790,-1,101,42,1643
5791,1,200,79,1529
5792,1,101,47,1433
5793,1,223,113,1735
5794,1,306,97,1601
5795,1,101,105,1291
5796,-1,101,58,1569
5797,1,250,43,1690
5798,0,132,127,1529
5799,-1,101,52,1284
5800,1,300,67,1554
5801,-1,223,54,1693
5802,1,224,85,1570
5803,-1,120,42,1540
5804,-1,300,104,1467
5805,-1,335,54,1614
5806,-1,220,68,1661
5807,-1,320,48,1556
5808,1,306,55,1774
5809,-1,228,88,1625
5810,1,200,45,1554
5811,-1,244,66,1416
5812,1,255,111,1502
5813,1,244,31,1698
5814,1,220,77,1466
5815,-1,101,26,1641
5816,1,246,21,1486
5817,0,250,104,1806
5818,0,250,105,1806
5819,0,250,106,1806
5820,0,250,107,1806
5821,0,250,108,1806
5822,0,250,109,1806
5823,-1,245,94,1377
5824,1,106,35,1338
5825,-1,228,72,1671
5826,-1,245,48,1537
5827,1,255,63,1478
5828,1,220,125,1615
5829,-1,106,62,1783
5830,-1,0,82,1579
5831,1,127,79,1338
5832,1,245,69,1511
5833,1,255,15,1436
5834,1,106,141,1471
5835,1,300,55,1674
5836,1,300,129,1286
5837,-1,300,74,1438
5838,1,241,43,1726
5839,-1,201,72,1529
5840,-1,224,88,1550
5841,1,241,37,1641
5842,1,241,27,1384
5843,1,240,17,1438
5844,-1,226,42,1564
5845,-1,120,52,1655
5846,1,234,67,1506
5847,-1,122,62,1553
5848,-1,100,62,1748
5849,1,221,61,1407
5850,-1,250,62,1395
5851,1,40,121,1493
5852,1,101,47,1276
5853,1,246,97,1786
5854,1,255,45,1552
5855,-1,0,58,1416
5856,-1,241,58,1455
5857,1,335,35,1355
5858,-1,220,68,1469
5859,-1,220,116,1550
5860,1,265,47,1489
5861,0,300,117,1741
5862,1,223,107,1710
5863,-1,101,70,1204
5864,-1,241,110,1451
5865,1,45,37,1766
5866,-1,241,64,1517
5867,1,250,53,1752
5868,1,100,57,1499
5869,1,0,141,1599
5870,1,106,85,1350
5871,1,19,59,1607
5872,1,4,109,1499
5873,-1,200,146,1535
5874,1,330,37,1375
5875,-1,106,128,1774
5876,-1,330,70,1736
5877,0,203,111,1699
5878,0,132,120,1699
5879,1,0,121,1375
5880,1,2,131,1533
5881,1,101,115,1426
5882,-1,1,10,1219
5883,1,221,55,1219
5884,1,343,61,1706
5885,-1,100,38,1763
5886,1,221,33,1546
5887,-1,22,142,1724
5888,-1,330,70,1375
5889,-1,261,46,1484
5890,-1,241,98,1546
5891,-1,241,46,1631
5892,1,123,55,1523
5893,-1,300,98,1505
5894,-1,242,106,1709
5895,-1,260,100,1488
5896,1,248,73,1666
5897,-1,100,130,1692
5898,1,306,79,1281
5899,1,106,59,1470
5900,-1,220,76,1553
5901,-1,120,60,1656
5902,1,330,85,1692
5903,0,27,137,1556
5904,-1,201,66,1779
5905,1,225,33,1442
5906,1,242,81,1617
5907,-1,241,106,1598
5908,-1,300,66,1448
5909,-1,244,78,1523
5910,-1,310,76,1540
5911,-1,0,82,1332
5912,1,100,93,1308
5913,-1,257,56,1440
5914,-1,200,70,1413
5915,1,240,51,1522
5916,1,53,45,1602
5917,0,107,121,1387
5918,1,140,41,1622
5919,-1,222,42,1592
5920,1,223,49,1592
5921,-1,200,134,1671
5922,1,100,127,1543
5923,1,244,53,1499
5924,1,200,41,1610
5925,1,222,13,1591
5926,1,330,71,1549
5927,1,255,21,1287
5928,1,223,7,1340
5929,-1,0,34,1376
5930,1,107,115,1343
5931,-1,300,36,1549
5932,1,258,81,1464
5933,1,300,87,1377
5934,1,307,61,1569
5935,-1,101,72,1340
5936,-1,223,100,1592
5937,1,100,67,1339
5938,-1,112,132,1523
5939,-1,40,16,1502
5940,-1,321,130,1575
5941,-1,40,44,1397
5942,0,320,120,1530
5943,1,202,119,1400
5944,1,221,39,1323
5945,-1,45,80,1352
5946,1,40,47,1637
5947,1,255,33,1471
5948,1,234,79,1643
5949,1,224,127,1531
5950,-1,121,74,1531
5951,1,244,71,1458
5952,-1,40,52,1443
5953,-1,100,106,1513
5954,-1,223,58,1351
5955,1,320,111,1531
5956,1,244,61,1544
5957,1,220,51,1273
5958,1,244,29,1144
5959,1,224,89,1411
5960,1,224,90,1411
5961,1,224,91,1411
5962,-1,120,86,1531
5963,1,241,21,1350
5964,1,0,21,1186
5965,1,0,13,1202
5966,-1,43,86,1478
5967,1,266,57,1653
5968,-1,255,22,1348
5969,1,40,31,1657
5970,-1,221,134,1476
5971,-1,244,76,1513
5972,-1,220,64,1201
5973,-1,40,48,1529
5974,-1,3,44,1574
5975,-1,200,20,1441
5976,1,144,29,1441
5977,-1,302,122,1458
5978,1,220,63,1441
5979,1,43,89,1565
5980,-1,330,78,1559
5981,1,220,107,1492
5982,1,223,27,1307
5983,-1,320,44,1556
5984,-1,112,62,1497
5985,1,40,119,1518
5986,1,300,39,1435
5987,-1,45,74,1657
5988,1,242,33,1326
5989,-1,241,58,1491
5990,-1,241,62,1513
5991,1,244,57,1513
5992,1,307,135,1379
5993,1,240,87,1385
5994,1,121,57,1458
5995,1,241,37,1473
5996,-1,230,34,1580
5997,-1,220,38,1340
5998,-1,420,60,1380
5999,1,0,59,1340
6000,-1,300,78,1283
6001,1,200,63,1429
6002,1,300,137,1494
6003,1,6,129,1621
6004,-1,0,46,1429
6005,-1,46,90,1276
6006,1,223,13,1429
6007,-1,200,112,1466
6008,-1,245,62,1254
6009,-1,300,50,1510
6010,-1,200,42,1696
6011,-1,120,56,1574
6012,1,253,59,1540
6013,-1,41,64,1289
6014,-1,257,40,1693
6015,1,240,29,1693
6016,-1,226,44,1585
6017,-1,220,62,1558
6018,1,244,65,1410
6019,-1,106,42,1379
6020,1,101,39,1523
6021,-1,246,66,1429
6022,-1,247,42,1409
6023,-1,101,68,1500
6024,-1,120,38,1499
6025,-1,241,62,1212
6026,1,255,145,1552
6027,1,102,81,1187
6028,1,101,31,1391
6029,1,40,31,1687
6030,-1,302,82,1575
6031,1,200,59,1614
6032,1,101,37,1551
6033,1,330,41,1275
6034,1,241,121,1488
6035,-1,107,66,1339
6036,-1,243,76,1733
6037,-1,40,56,1470
6038,1,242,93,1470
6039,-1,250,52,1429
6040,-1,300,74,1645
6041,1,234,59,1309
6042,-1,101,46,1695
6043,-1,250,16,1710
6044,1,106,93,1647
6045,-1,100,88,1662
6046,1,140,35,1579
6047,1,101,81,1480
6048,-1,140,86,1587
6049,1,200,127,1620
6050,-1,300,32,1349
6051,-1,300,64,1317
6052,1,242,61,1453
6053,-1,272,42,1697
6054,-1,245,46,1777
6055,1,41,29,1287
6056,1,123,69,1276
6057,-1,223,66,1737
6058,1,320,39,1433
6059,1,330,39,1761
6060,1,100,71,1318
6061,-1,220,72,1578
6062,-1,300,54,1218
6063,1,200,31,1297
6064,1,234,49,1660
6065,1,248,57,1388
6066,-1,0,54,1386
6067,1,244,57,1618
6068,-1,320,96,1546
6069,-1,245,136,1713
6070,-1,246,130,1443
6071,-1,220,48,1512
6072,1,249,49,1413
6073,1,240,79,1602
6074,1,101,121,1476
6075,1,241,101,1604
6076,1,241,53,1715
6077,1,300,55,1459
6078,1,101,111,1279
6079,-1,220,60,1710
6080,-1,200,52,1490
6081,1,0,75,1686
6082,-1,242,80,1741
6083,1,122,63,1640
6084,-1,107,44,1385
6085,1,202,37,1701
6086,1,241,25,1490
6087,1,244,45,1746
6088,-1,264,52,1574
6089,-1,106,114,1640
6090,0,300,106,1639
6091,1,101,35,1610
6092,1,120,133,1751
6093,1,224,37,1484
6094,1,220,97,1400
6095,-1,107,68,1636
6096,1,123,39,1608
6097,1,242,59,1640
6098,1,1,105,1542
6099,1,220,67,1590
6100,1,123,53,1608
6101,-1,122,108,1682
6102,-1,220,24,1411
6103,-1,120,66,1595
6104,1,241,33,1557
6105,1,220,39,1626
6106,1,40,61,1402
6107,1,21,51,1595
6108,1,241,125,1663
6109,-1,101,44,1765
6110,1,132,63,1465
6111,-1,107,76,1553
6112,1,107,103,1678
6113,1,240,55,1369
6114,1,242,19,1393
6115,1,270,61,1782
6116,1,40,57,1496
6117,1,100,55,1629
6118,1,220,89,1572
6119,1,100,7,1177
6120,-1,220,62,1559
6121,1,80,45,1561
6122,1,39,41,1479
6123,1,321,49,1495
6124,1,242,29,1756
6125,1,240,55,1329
6126,1,227,55,1596
6127,-1,100,72,1419
6128,1,223,97,1606
6129,-1,120,84,1525
6130,1,241,43,1570
6131,-1,253,64,1581
6132,1,13,59,1825
6133,-1,120,80,1581
6134,1,223,63,1546
6135,-1,245,100,1479
6136,-1,220,58,1568
6137,1,40,123,1355
6138,1,265,57,1496
6139,-1,101,42,1419
6140,1,241,47,1413
6141,1,220,63,1503
6142,1,246,19,1182
6143,-1,221,30,1476
6144,-1,411,72,1345
6145,1,25,37,1546
6146,1,226,49,1240
6147,-1,302,54,1355
6148,-1,220,78,1553
6149,1,101,79,1373
6150,1,120,121,1729
6151,1,220,67,1554
6152,-1,226,40,1662
6153,-1,241,30,1530
6154,1,220,139,1146
6155,-1,101,130,1378
6156,-1,221,90,1662
6157,1,224,91,1577
6158,1,250,73,1286
6159,1,240,73,1323
6160,-1,222,40,1383
6161,1,120,15,1426
6162,-1,107,106,1298
6163,1,106,37,1565
6164,1,230,127,1492
6165,1,241,53,1383
6166,1,0,73,1566
6167,1,2,47,1585
6168,-1,260,92,1651
6169,-1,300,100,1570
6170,1,244,45,1561
6171,1,240,77,1276
6172,1,40,99,1570
6173,-1,0,50,1398
6174,1,300,97,1411
6175,-1,100,60,1653
6176,1,100,135,1570
6177,1,244,27,1473
6178,1,200,81,1735
6179,1,220,69,1501
6180,-1,244,92,1490
6181,-1,260,68,1634
6182,-1,101,16,1407
6183,-1,220,16,1473
6184,1,310,53,1497
6185,0,245,92,1613
6186,-1,220,34,1561
6187,-1,268,143,1535
6188,-1,268,144,1535
6189,-1,268,145,1535
6190,-1,268,146,1535
6191,-1,268,147,1535
6192,-1,268,148,1535
6193,-1,268,149,1535
6194,-1,268,150,1535
6195,1,491,45,1524
6196,-1,250,108,1471
6197,-1,210,94,1571
6198,1,241,63,1603
6199,-1,241,62,1370
6200,1,302,109,1571
6201,1,220,77,1526
6202,1,220,37,1519
6203,1,43,97,1732
6204,0,40,119,1570
6205,1,200,53,1567
6206,1,253,63,1357
6207,-1,101,86,1533
6208,-1,100,124,1588
6209,-1,202,40,1255
6210,1,40,59,1570
6211,1,202,57,1452
6212,1,250,95,1671
6213,1,330,113,1798
6214,-1,200,42,1650
6215,1,106,75,1570
6216,1,225,81,1507
6217,1,265,23,1557
6218,1,234,139,1693
6219,1,107,81,1361
6220,-1,220,36,1396
6221,-1,240,104,1291
6222,1,100,81,1339
6223,-1,300,86,1693
6224,1,101,53,1296
6225,-1,101,62,1505
6226,1,13,63,1817
6227,-1,140,86,1722
6228,-1,224,46,1512
6229,-1,321,86,1358
